Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
MPHASIS,EQ,25-Mar-19,975.85,975.85,975.85,946,948.05,950.2,952.91,166240,158412339,9271,94971,57.13
MPHASIS,EQ,26-Mar-19,950.2,952,961.95,940.1,947.65,952.65,952.04,142163,135344301.9,11124,73232,51.51
MPHASIS,EQ,27-Mar-19,952.65,952.9,955.7,937,950,950.6,946.56,215002,203512959,16365,115067,53.52
MPHASIS,EQ,28-Mar-19,950.6,946,977.15,940.5,966.55,965.3,958.81,373114,357745434.1,27474,222639,59.67
MPHASIS,EQ,29-Mar-19,965.3,960,1009,952.05,999.5,991.1,973.92,375406,365614716.8,25567,244648,65.17
MPHASIS,EQ,1-Apr-19,991.1,997.25,1017.4,975.25,980.95,986.75,1000.06,141374,141382988.9,9902,59842,42.33
MPHASIS,EQ,2-Apr-19,986.75,988,1004,975.1,991.5,991.5,988.24,117728,116343558.3,10551,46994,39.92
MPHASIS,EQ,3-Apr-19,991.5,995,995.1,974.1,975.05,978.2,981.16,83712,82134592.9,6517,45752,54.65
MPHASIS,EQ,4-Apr-19,978.2,984.9,984.9,961.05,974.9,978.3,970.29,150903,146418923.4,12438,74839,49.59
MPHASIS,EQ,5-Apr-19,978.3,982,985,970.1,971.05,975.35,977.87,186856,182720932.4,15810,134148,71.79
MPHASIS,EQ,8-Apr-19,975.35,976,981,965.1,976.2,976.65,974.25,483473,471023266.5,14834,411207,85.05
MPHASIS,EQ,9-Apr-19,976.65,979.75,992,968,984.8,986.3,984.44,271133,266915010.9,19294,162953,60.1
MPHASIS,EQ,10-Apr-19,986.3,980.3,998.8,968,995,995.7,987.2,266092,262684991.7,23123,125637,47.22
MPHASIS,EQ,11-Apr-19,995.7,989.7,1015,986,1007,1011.3,1004.91,315339,316886095.4,19186,200560,63.6
MPHASIS,EQ,12-Apr-19,1011.3,1013.05,1014.35,985.3,991.9,991.2,993.37,160330,159266409.6,16000,75063,46.82
MPHASIS,EQ,15-Apr-19,991.2,998.85,1003.75,977.2,991.6,994.55,987.67,262311,259076421,15845,174381,66.48
MPHASIS,EQ,16-Apr-19,994.55,993.2,993.2,977,980.05,980.65,984.01,108353,106620393.1,8910,64246,59.29
MPHASIS,EQ,18-Apr-19,980.65,982,984.85,971.1,973.9,978.65,978.11,131209,128336433.6,13428,58980,44.95
MPHASIS,EQ,22-Apr-19,978.65,978,985.05,972.15,983,983,981.2,59539,58419845.95,6511,28706,48.21
MPHASIS,EQ,23-Apr-19,983,983,985.8,961.05,964,964.35,966.7,182370,176297472.4,16652,113870,62.44
MPHASIS,EQ,24-Apr-19,964.35,969.65,973,960.5,963.7,966,967.63,60014,58071533.3,14474,32815,54.68
MPHASIS,EQ,25-Apr-19,966,971.95,971.95,950,953,952.55,957.71,87048,83366413.6,10904,52063,59.81
MPHASIS,EQ,26-Apr-19,952.55,959,967.8,950.55,957.6,959.4,955.96,102093,97596694.9,16764,65904,64.55
MPHASIS,EQ,30-Apr-19,959.4,959.6,981.45,951.35,964.1,969.4,968.36,195756,189562153.2,20898,108498,55.43
MPHASIS,EQ,2-May-19,969.4,972.7,987.8,963.05,981.1,982,979.56,280825,275085465.4,23745,172232,61.33
MPHASIS,EQ,3-May-19,982,981.1,981.95,962.4,975.05,972,968.05,113515,109888684.5,15073,58701,51.71
MPHASIS,EQ,6-May-19,972,970,976,953.3,975.8,969.7,964.09,99845,96259262.15,8535,63824,63.92
MPHASIS,EQ,7-May-19,969.7,966.45,975.55,961.1,963,965.3,969.3,63147,61208663.3,11909,35446,56.13
MPHASIS,EQ,8-May-19,965.3,960.25,967.6,950,952.25,952.75,957.75,80468,77067885.45,11247,55474,68.94
MPHASIS,EQ,9-May-19,952.75,952,952,930,951.5,946.15,937.88,440498,413134246.8,21135,346223,78.6
MPHASIS,EQ,10-May-19,946.15,940,955.5,938.1,950.05,950.5,949.09,190930,181209419.7,11367,124931,65.43
MPHASIS,EQ,13-May-19,950.5,950.5,954,944.65,951.55,951,950.36,133363,126743510.6,18144,99001,74.23
MPHASIS,EQ,14-May-19,951,956.5,967.7,949,960.55,963.5,956.29,125428,119945665.6,19501,77976,62.17
MPHASIS,EQ,15-May-19,963.5,957.1,969.6,953.8,959,958.9,960.01,544462,522690615.2,18615,509317,93.55
MPHASIS,EQ,16-May-19,958.9,953.5,959.35,935.05,943.1,948.25,941.96,141863,133629554.1,15064,84991,59.91
MPHASIS,EQ,17-May-19,948.25,946.85,954.35,932.05,941,945.8,944.57,97658,92244940.05,5717,38248,39.17
MPHASIS,EQ,20-May-19,945.8,952,954,918.15,950,945.4,934.94,194289,181648867.8,14316,82869,42.65
MPHASIS,EQ,21-May-19,945.4,945,947.95,936.4,939.55,943.2,943,107358,101238381.9,5399,78656,73.27
MPHASIS,EQ,22-May-19,943.2,947.7,969.9,917.55,968,963.1,939.87,240898,226412370.2,19677,133151,55.27
MPHASIS,EQ,23-May-19,963.1,965,971.35,940.1,963,967.85,957.77,154765,148229001.6,13915,80291,51.88
MPHASIS,EQ,24-May-19,967.85,962,962.5,920.05,941.9,949.8,938.14,408768,383482185.3,18516,184857,45.22
MPHASIS,EQ,27-May-19,949.8,943.85,948.6,933.2,934.15,936.35,939.76,84149,79079579.65,6599,33163,39.41
MPHASIS,EQ,28-May-19,936.35,947.1,970,935.5,951.6,951.65,953.42,182648,174139695.4,16381,94391,51.68
MPHASIS,EQ,29-May-19,951.65,935.05,969.95,935.05,950.2,962.15,953.51,319320,304473901.7,23089,193005,60.44
MPHASIS,EQ,30-May-19,962.15,954.4,1003,952.2,1001,1001.1,991.59,477204,473190822.7,20928,224948,47.14
MPHASIS,EQ,31-May-19,1001.1,1002,1005.05,963.35,990.1,993.85,987.61,298108,294414851.6,20470,154721,51.9
MPHASIS,EQ,3-Jun-19,993.85,985.8,1000,978.05,987.55,988.6,985.78,142970,140937573.4,11866,64726,45.27
MPHASIS,EQ,4-Jun-19,988.6,984.2,989.4,965.1,966.9,969.55,977.15,322288,314923828.7,15494,256610,79.62
MPHASIS,EQ,6-Jun-19,969.55,965.35,976.75,962.05,972.1,972.25,971.9,70167,68195353.45,7337,37374,53.26
MPHASIS,EQ,7-Jun-19,972.25,970,974,951.5,957,955.25,957.69,102049,97731077.15,14279,54928,53.83
MPHASIS,EQ,10-Jun-19,955.25,962.4,965.4,951.5,959,962.7,959.48,126641,121509303.4,17720,86255,68.11
MPHASIS,EQ,11-Jun-19,962.7,962.95,962.95,941.5,943.25,945.35,946.02,278063,263052975.2,16008,208014,74.81
MPHASIS,EQ,12-Jun-19,945.35,952.75,975,930.2,969.1,970.2,946.79,425662,403012571.8,20613,304946,71.64
MPHASIS,EQ,13-Jun-19,970.2,968.65,989.8,962,978.75,979.55,980.38,442558,433873832.4,17412,296291,66.95
MPHASIS,EQ,14-Jun-19,979.55,977,977,950.1,951,957.95,964.69,87537,84446397.85,12244,61838,70.64
MPHASIS,EQ,17-Jun-19,957.95,957.8,977.35,955.15,963.85,965.15,969.47,148212,143686887.9,8152,92673,61.63
MPHASIS,EQ,18-Jun-19,965.15,961.5,978,961.5,978,974.15,972.79,51406,50007008.1,4632,27408,50.86
MPHASIS,EQ,19-Jun-19,974.15,976,983,963.25,970.15,979.3,976.97,163547,159780127.4,3918,138869,84.91
MPHASIS,EQ,20-Jun-19,979.3,972.4,980.5,957.55,968.2,972.95,970.99,49983,48532948.45,6478,23635,47.29
MPHASIS,EQ,21-Jun-19,972.95,973.7,975.5,935.1,939.05,940.4,949.18,331886,315018769.5,25382,240538,72.48
MPHASIS,EQ,24-Jun-19,940.4,941.1,966,939.85,961.05,963.3,955.66,66038,63109704.4,4471,31608,47.86
MPHASIS,EQ,25-Jun-19,963.3,958.1,970.85,951.55,964,968.5,964.35,47133,45452485.55,5310,30609,64.94
MPHASIS,EQ,26-Jun-19,968.5,962.1,968,956.45,957.1,961.6,963.2,44441,42805513,5576,26823,60.36
MPHASIS,EQ,27-Jun-19,961.6,964,998.8,958.95,996,990.85,979.9,226987,222424404.1,16720,163655,72.1
MPHASIS,EQ,28-Jun-19,990.85,995.8,1017.9,975.3,1012.25,1004.1,996.02,247684,246697282.2,19802,195611,78.98
MPHASIS,EQ,1-Jul-19,1004.1,1010,1015.75,983.1,993,990.7,992.67,378793,376016575.5,17659,287842,75.99
MPHASIS,EQ,2-Jul-19,990.7,998.55,998.55,970.1,974.7,972.65,975.9,359954,351280261.5,19712,278492,77.37
MPHASIS,EQ,3-Jul-19,972.65,974.7,1000,974,986.55,988.95,990.35,165439,163842017,10108,78518,47.46
MPHASIS,EQ,4-Jul-19,988.95,989.2,999.95,982.2,988.15,994.4,993.75,109226,108543601.9,6542,61823,56.6
MPHASIS,EQ,5-Jul-19,994.4,988.25,991.95,975.3,978.45,981.95,981.85,178833,175587153.2,10458,118437,66.23
MPHASIS,EQ,8-Jul-19,981.95,979.4,979.4,954,963,966.05,964.26,117784,113574108.1,10191,66734,56.66
MPHASIS,EQ,9-Jul-19,966.05,970,985,938.15,942.1,943,949.52,182904,173671313.6,15617,112799,61.67
MPHASIS,EQ,10-Jul-19,943,953.6,954,940,945,944.05,945.58,116133,109813168.4,10656,65176,56.12
MPHASIS,EQ,11-Jul-19,944.05,932.95,949.7,927.05,941,943.05,940.25,136893,128713287.3,6336,87057,63.59
MPHASIS,EQ,12-Jul-19,943.05,942.15,949,931,936.5,945.05,939.89,167814,157726266.8,22613,99243,59.14
MPHASIS,EQ,15-Jul-19,945.05,940,947.25,931.2,934.05,935.3,936.77,240010,224835282.4,9168,193199,80.5
MPHASIS,EQ,16-Jul-19,935.3,938.65,939.75,915.25,921.9,922.55,931.37,215781,200972942.4,7646,164912,76.43
MPHASIS,EQ,17-Jul-19,922.55,924.55,934.5,910,917,919.3,923.29,252109,232770665.4,14954,182007,72.19
MPHASIS,EQ,18-Jul-19,919.3,921.95,940.9,915.25,933.5,933.95,925.02,186943,172925287.3,6715,151284,80.93
MPHASIS,EQ,19-Jul-19,933.95,930.3,939,925.05,932,931.9,931.47,206510,192358118.9,5167,164778,79.79
MPHASIS,EQ,22-Jul-19,931.9,916.5,931.9,907.1,911,918.9,914.88,399758,365729748.1,11339,343633,85.96
MPHASIS,EQ,23-Jul-19,918.9,917.3,930,910,913,915.75,917.85,165872,152245148.5,7545,125787,75.83
MPHASIS,EQ,24-Jul-19,915.75,918.8,921.9,908.75,910,914,914.54,143405,131149616.9,4230,112150,78.21
MPHASIS,EQ,25-Jul-19,914,913.75,940,906,920.5,921.65,920.54,227303,209242537.1,9156,167455,73.67
MPHASIS,EQ,26-Jul-19,921.65,924.8,938.9,890.2,925.35,929.7,918.01,737677,677196590.2,28693,530626,71.93
MPHASIS,EQ,29-Jul-19,929.7,927.7,958.85,923.1,952,954.35,943.17,463070,436755395.6,17608,320795,69.28
MPHASIS,EQ,30-Jul-19,954.35,949.65,966,943.75,956,958.65,957.94,331318,317382633.3,13879,244527,73.8
MPHASIS,EQ,31-Jul-19,958.65,958,958,926.15,933.2,938.9,943.24,935353,882258382.3,15038,841605,89.98
MPHASIS,EQ,1-Aug-19,938.9,938,938,905.05,911,911.65,912.63,212172,193634344.6,15525,115303,54.34
MPHASIS,EQ,2-Aug-19,911.65,905.2,929.9,905.2,926.75,927.15,918.02,174398,160100180.8,12075,110233,63.21
MPHASIS,EQ,5-Aug-19,927.15,920.6,954,911,945.2,944.55,936.55,206639,193526857.1,17648,113533,54.94
MPHASIS,EQ,6-Aug-19,944.55,946,969,928.85,963,963.7,953.56,220286,210055943.4,11152,137736,62.53
MPHASIS,EQ,7-Aug-19,963.7,956,970,956,963,965.2,964.26,80447,77571926.35,5660,41817,51.98
MPHASIS,EQ,8-Aug-19,965.2,965.2,969.5,960,961.25,961.85,962.58,43731,42094790.8,2945,25390,58.06
MPHASIS,EQ,9-Aug-19,961.85,961.8,964.05,958.05,960,960.2,961.16,128180,123201461.7,11071,99665,77.75
MPHASIS,EQ,13-Aug-19,960.2,950.1,968,930.65,960,962,954.87,100042,95527413.6,9399,49718,49.7
MPHASIS,EQ,14-Aug-19,962,962,968.15,958,965.1,967.1,963.99,62591,60337207.35,4050,34918,55.79
MPHASIS,EQ,16-Aug-19,967.1,960.2,979.4,958.6,976.9,977.25,966.72,128244,123975520.6,12205,78664,61.34
MPHASIS,EQ,19-Aug-19,977.25,977,989.05,962,967,968.6,970.33,120080,116517193.2,5237,62903,52.38
MPHASIS,EQ,20-Aug-19,968.6,970,976.45,963.3,975,975.15,972.9,78737,76603423.6,5322,54193,68.83
MPHASIS,EQ,21-Aug-19,975.15,977.05,978,955.65,970,972.1,969.41,93578,90715224.25,4877,64083,68.48
MPHASIS,EQ,22-Aug-19,972.1,965.1,974,954.05,964,964.85,964.9,132065,127430055.9,8811,90597,68.6
MPHASIS,EQ,23-Aug-19,964.85,960.55,985.9,960.55,984.5,982.75,981.46,109796,107759963.4,7097,64698,58.93
MPHASIS,EQ,26-Aug-19,982.75,984.5,999.5,969.5,983.1,985.25,979.04,68222,66792377,5494,37785,55.39
MPHASIS,EQ,27-Aug-19,985.25,981.15,991,960,968,966.75,972.12,189551,184266110.1,9149,143379,75.64
MPHASIS,EQ,28-Aug-19,966.75,967.05,983.6,962.05,975,977.75,978.24,117632,115071934.3,5807,76422,64.97
MPHASIS,EQ,29-Aug-19,977.75,978,978,961.55,969,968,967.12,101768,98421933.5,3964,70239,69.02
MPHASIS,EQ,30-Aug-19,968,967.9,978.9,961.05,975.05,975.8,973.4,63894,62194249.55,3827,46052,72.08
MPHASIS,EQ,3-Sep-19,975.8,982.75,982.75,970,978,978.25,977.03,44112,43098858.05,1664,25781,58.44
MPHASIS,EQ,4-Sep-19,978.25,974,990,966.1,968,972.8,985.08,137316,135267340.1,4545,111722,81.36
MPHASIS,EQ,5-Sep-19,972.8,968.45,972.5,961.1,968,968.15,966.41,148711,143715668.7,6902,110541,74.33
MPHASIS,EQ,6-Sep-19,968.15,965,974.35,962.4,974.35,970.8,969,51047,49464399.2,4440,35926,70.38
MPHASIS,EQ,9-Sep-19,970.8,972.9,999.35,964.1,993.5,997.9,989.55,135179,133766501.6,10052,82877,61.31
MPHASIS,EQ,11-Sep-19,997.9,994,997,981,993,990.2,989.64,169049,167298395.5,15013,124689,73.76
MPHASIS,EQ,12-Sep-19,990.2,992,994.75,983.1,988,986.95,987.97,34304,33891232.15,3526,18110,52.79
MPHASIS,EQ,13-Sep-19,986.95,987.9,992,977.2,990.4,990.1,986.66,137322,135490713.5,5049,106454,77.52
MPHASIS,EQ,16-Sep-19,990.1,986.5,993.8,985.1,990.25,990.4,988.89,73954,73132332.85,4048,58062,78.51
MPHASIS,EQ,17-Sep-19,990.4,987.35,989.95,975.75,980.95,980.9,981.28,93762,92007175.2,5488,72213,77.02
MPHASIS,EQ,18-Sep-19,980.9,981.8,987.95,974,984,983.85,983.5,54901,53994935,3271,38481,70.09
MPHASIS,EQ,19-Sep-19,983.85,985,985.3,956.35,966,967.55,974.13,110789,107922857.2,4570,87856,79.3
MPHASIS,EQ,20-Sep-19,967.55,970.85,990.9,961,970,972.55,973.49,200626,195307849.8,16199,151900,75.71
MPHASIS,EQ,23-Sep-19,972.55,974.9,979.2,945.3,959,958,953.98,290786,277404440.8,17113,228715,78.65
MPHASIS,EQ,24-Sep-19,958,964.55,982.35,938.3,969,966.1,965.1,230806,222750466,13057,147494,63.9
MPHASIS,EQ,25-Sep-19,966.1,972,972,945.25,950,959.2,960.14,105233,101038598.6,8104,68477,65.07
MPHASIS,EQ,26-Sep-19,959.2,957.05,958.95,941.1,946.9,946.55,948.06,202791,192258318.3,14893,143201,70.62
MPHASIS,EQ,27-Sep-19,946.55,947,955,935,940.5,938.4,942.83,43081,40617876.9,5588,23798,55.24
MPHASIS,EQ,30-Sep-19,938.4,940.5,964.2,935.25,954.5,957,949.22,351372,333527747.9,6927,302039,85.96
MPHASIS,EQ,1-Oct-19,957,957.1,962.95,934.4,938.95,937.45,943.41,583671,550641272.1,10075,211687,36.27
MPHASIS,EQ,3-Oct-19,937.45,940,944.75,936.2,937,937.75,939.32,173642,163104940.2,7778,138557,79.79
MPHASIS,EQ,4-Oct-19,937.75,940,947.55,936,938,938.7,938.21,256231,240399270,5950,229529,89.58
MPHASIS,EQ,7-Oct-19,938.7,946.7,959.25,935.15,945,953.45,946.85,277972,263197983.2,8043,176329,63.43
MPHASIS,EQ,9-Oct-19,953.45,951.6,951.6,924.2,929.5,929.4,934.45,264606,247262383.5,19980,211863,80.07
MPHASIS,EQ,10-Oct-19,929.4,929.9,939,900.05,908,909.2,916.24,408474,374258341,16616,320195,78.39
MPHASIS,EQ,11-Oct-19,909.2,914.45,914.45,880.1,887,884.1,898.15,377223,338802340,22769,313689,83.16
MPHASIS,EQ,14-Oct-19,884.1,889.15,909,887,905.05,904.65,901.64,107137,96599476.5,7672,68804,64.22
MPHASIS,EQ,15-Oct-19,904.65,901,922.95,901,921,921.5,919.6,114430,105229699.3,4807,96317,84.17
MPHASIS,EQ,16-Oct-19,921.5,917,925,909,921.1,921.75,918.72,45483,41786324.85,4458,27465,60.39
MPHASIS,EQ,17-Oct-19,921.75,924,924.95,917.1,923.05,923.65,921.43,49462,45575646.35,3905,36734,74.27
MPHASIS,EQ,18-Oct-19,923.65,924.95,943,918.05,930.1,935.85,934.91,187638,175424878,7940,108791,57.98
MPHASIS,EQ,22-Oct-19,935.85,920,927.85,902.5,915,915.15,913.21,108447,99034620.85,10979,68847,63.48
MPHASIS,EQ,23-Oct-19,915.15,910.5,938,910.5,926.5,927.3,929.05,183316,170309074,9869,155277,84.7
MPHASIS,EQ,24-Oct-19,927.3,921.55,942.85,898.5,927,927.4,927.26,340867,316073916.9,10783,220241,64.61
MPHASIS,EQ,25-Oct-19,927.4,931.75,948.95,921,940.1,944.75,938.01,122543,114946088.8,10655,73598,60.06
MPHASIS,EQ,27-Oct-19,944.75,944,944,927,938,937.15,935.77,3979,3723434.25,362,2200,55.29
MPHASIS,EQ,29-Oct-19,937.15,944,955.9,921.9,943.05,948.8,939.65,100150,94106257.35,9888,60788,60.7
MPHASIS,EQ,30-Oct-19,948.8,948,948,933.1,940,939.75,940.57,203000,190936217.9,7647,166294,81.92
MPHASIS,EQ,31-Oct-19,939.75,935.15,957,935,949,950.25,945.7,299095,282854428.5,16683,237549,79.42
MPHASIS,EQ,1-Nov-19,950.25,945.1,954.95,942.45,950.75,951.85,949.72,59602,56604936.5,3458,37415,62.77
MPHASIS,EQ,4-Nov-19,951.85,951.2,954.75,935.45,937,938.95,942.89,74942,70661991.45,6477,39056,52.11
MPHASIS,EQ,5-Nov-19,938.95,937.05,940.4,913,915,914.6,921.75,168201,155039350,8716,139967,83.21
MPHASIS,EQ,6-Nov-19,914.6,915,920.45,908.1,915,915.15,913.49,63133,57671261.1,3881,40658,64.4
MPHASIS,EQ,7-Nov-19,915.15,918.35,920,900.25,909.1,904.7,908.37,58656,53281359.45,4633,25129,42.84
MPHASIS,EQ,8-Nov-19,904.7,904.7,914,875.1,876,879.55,890.95,100609,89638000.25,7710,56577,56.23
MPHASIS,EQ,11-Nov-19,879.55,874.2,894,874.2,890.45,890.85,888.77,81044,72029195.6,8662,50708,62.57
MPHASIS,EQ,13-Nov-19,890.85,897,899.45,882.1,891,891.35,890.9,143355,127715357.9,6146,115296,80.43
MPHASIS,EQ,14-Nov-19,891.35,891.35,899,887,890.8,893.35,891.55,78354,69856857.95,5991,48080,61.36
MPHASIS,EQ,15-Nov-19,893.35,898.6,914,885,907,907.1,895.74,129296,115815978.3,10783,80069,61.93
MPHASIS,EQ,18-Nov-19,907.1,913,930.4,908.05,919.75,922.05,915.29,758777,694499131.2,10989,689164,90.83
MPHASIS,EQ,19-Nov-19,922.05,925,925,908,913,914.25,914.2,107320,98112329.1,10438,74767,69.67
MPHASIS,EQ,20-Nov-19,914.25,910.2,917.85,904,909.2,910.6,913.83,111307,101715429.5,7689,86273,77.51
MPHASIS,EQ,21-Nov-19,910.6,906,910,881.7,887.5,890.15,892.43,114983,102614344.6,12046,76171,66.25
MPHASIS,EQ,22-Nov-19,890.15,891,891,850.35,857.25,857.8,860.7,474983,408818639.6,22262,299112,62.97
MPHASIS,EQ,25-Nov-19,857.8,863,881,860.05,876.5,878.6,872.34,154970,135186599.4,8017,63341,40.87
MPHASIS,EQ,26-Nov-19,878.6,880,882.9,830,832,840.35,854.25,144288,123258053.8,13750,101736,70.51
MPHASIS,EQ,27-Nov-19,840.35,837.6,845,827.75,836.5,833.8,834.33,1069634,892428501.3,10314,1002838,93.76
MPHASIS,EQ,28-Nov-19,833.8,837.85,867.8,836.65,856.95,855.15,855.69,247582,211853492.1,8134,151988,61.39
MPHASIS,EQ,29-Nov-19,855.15,855.95,887.55,846.5,881,878.35,866.63,131681,114118684.7,7653,83156,63.15
MPHASIS,EQ,2-Dec-19,878.35,875.6,878.35,864,870,871,870.96,225320,196244041.2,25558,71561,31.76
MPHASIS,EQ,3-Dec-19,871,866.6,868.6,840,847,847.9,846.59,170725,144534703.5,28790,116516,68.25
MPHASIS,EQ,4-Dec-19,847.9,851.95,870,846.1,867.05,869.25,864.95,105926,91620805.05,6960,56667,53.5
MPHASIS,EQ,5-Dec-19,869.25,869,869,852.55,855.1,854.3,857.41,104463,89567306.95,10907,71405,68.35
MPHASIS,EQ,6-Dec-19,854.3,859.6,859.6,832.9,845,843.45,841.87,308098,259377282.5,14251,224177,72.76
MPHASIS,EQ,9-Dec-19,843.45,845,882,845,870.95,877,864.24,78382,67741140.15,6296,47598,60.73
MPHASIS,EQ,10-Dec-19,877,870,875.4,854.2,870,871.45,864.85,62057,53669999.8,5956,36295,58.49
MPHASIS,EQ,11-Dec-19,871.45,871.4,871.4,852.65,857.9,856.3,857.6,132421,113564642.9,8981,79160,59.78
MPHASIS,EQ,12-Dec-19,856.3,856,874.9,848.25,863.85,865.45,867.38,132663,115068828.1,10607,84118,63.41
MPHASIS,EQ,13-Dec-19,865.45,868,877.35,854.35,867,865.6,867.17,101712,88201742.35,6205,58508,57.52
MPHASIS,EQ,16-Dec-19,865.6,869,872.6,852.25,864,861.6,858.42,206311,177101776.4,13650,158387,76.77
MPHASIS,EQ,17-Dec-19,861.6,866.95,874,857.25,869.85,870.1,867.39,107549,93287311.6,5847,84338,78.42
MPHASIS,EQ,18-Dec-19,870.1,869,869,862.05,865,864.95,864.45,122718,106083687.5,6570,96894,78.96
MPHASIS,EQ,19-Dec-19,864.95,868.95,868.95,857.5,862.65,864.85,863.83,40777,35224570.55,2743,23387,57.35
MPHASIS,EQ,20-Dec-19,864.85,874.95,883,865.05,872,870.1,872.67,400304,349332233.2,14758,299429,74.8
MPHASIS,EQ,23-Dec-19,870.1,872,882,858.15,880,880.05,869.86,120484,104804293.9,6048,77911,64.67
MPHASIS,EQ,24-Dec-19,880.05,879.75,880,865.2,867.05,871.3,874.06,33755,29503834.5,2052,13892,41.16
MPHASIS,EQ,26-Dec-19,871.3,871,897.45,866.1,886.9,888.45,881.33,87514,77128760.7,4684,48446,55.36
MPHASIS,EQ,27-Dec-19,888.45,886,904,871.55,892,893.1,885.93,156287,138459069.5,10916,88654,56.73
MPHASIS,EQ,30-Dec-19,893.1,891,912.8,884.4,904.15,908.15,901.62,90869,81928985.7,5314,50360,55.42
MPHASIS,EQ,31-Dec-19,908.15,908.15,932.8,898.25,920.1,922.25,920.13,211177,194310367.5,11669,138830,65.74
MPHASIS,EQ,1-Jan-20,922.25,927,929,913.55,922,923.8,925,131875,121983724.2,16551,13461,10.21
MPHASIS,EQ,2-Jan-20,923.8,923.8,926.5,890.5,891,894.05,896.79,360884,323635949.7,7501,298811,82.8
MPHASIS,EQ,3-Jan-20,894.05,894,900.8,878.45,885.5,883.7,886.3,235166,208428000.6,23846,156224,66.43
MPHASIS,EQ,6-Jan-20,883.7,883,883,868.05,875,875.2,875.32,99636,87213662.7,4797,74312,74.58
MPHASIS,EQ,7-Jan-20,875.2,878,898.6,877.05,887.8,885.8,885.22,781520,691817227.3,7042,743624,95.15
MPHASIS,EQ,8-Jan-20,885.8,884.8,894.7,877,883,883.95,884.98,151534,134105044.6,8771,60454,39.89
MPHASIS,EQ,9-Jan-20,883.95,889.6,889.7,878,881.9,883.3,882.58,388633,342999073.4,9504,354542,91.23
MPHASIS,EQ,10-Jan-20,883.3,883.3,892,870,871.9,876.5,882.03,43647,38497909.55,4914,26721,61.22
MPHASIS,EQ,13-Jan-20,876.5,874,891,872.1,887,882.5,880.35,104195,91728418.05,5242,49517,47.52
MPHASIS,EQ,14-Jan-20,882.5,889,934.9,883.4,896,900.35,910.49,787576,717081093.2,24776,365457,46.4
MPHASIS,EQ,15-Jan-20,900.35,900.3,910,895,902.05,901.4,902.3,75668,68275455.7,6721,46974,62.08
MPHASIS,EQ,16-Jan-20,901.4,906.95,908.35,885,892.55,889.15,895.44,99901,89454874.9,11894,73311,73.38
MPHASIS,EQ,17-Jan-20,889.15,893,904.5,882.45,893.95,898.1,894.98,85568,76581336.8,10711,52382,61.22
MPHASIS,EQ,20-Jan-20,898.1,898.1,901.2,883.25,884,885.9,891.77,57759,51507728.15,8381,30378,52.59
MPHASIS,EQ,21-Jan-20,885.9,883.5,886.8,878,880.1,880,880.28,731989,644356020.9,8185,700853,95.75
MPHASIS,EQ,22-Jan-20,880,886,894,880.05,885.5,888.9,884.13,289067,255571466.5,5889,244957,84.74
MPHASIS,EQ,23-Jan-20,888.9,889,914.05,881.05,914,911.1,906.8,178428,161799167,8024,121908,68.32
MPHASIS,EQ,24-Jan-20,911.1,915,919.9,900.15,906,908.45,916.04,340980,312352016.5,5054,311318,91.3
MPHASIS,EQ,27-Jan-20,908.45,907.95,909.45,886,892.8,891.1,900.83,56764,51134789.6,5436,34591,60.94
MPHASIS,EQ,28-Jan-20,891.1,890,927.5,890,927,925.5,901.33,567745,511727619.7,12486,485829,85.57
MPHASIS,EQ,29-Jan-20,925.5,933,949.7,930.3,932.95,936.6,938.9,140355,131778678.6,7413,51586,36.75
MPHASIS,EQ,30-Jan-20,936.6,933,939.35,911.15,920,918.95,919.4,43631,40114136.1,2772,22932,52.56
MPHASIS,EQ,31-Jan-20,918.95,920,932,910.05,927,929.85,925.92,51751,47917190.75,3550,32179,62.18
MPHASIS,EQ,1-Feb-20,929.85,915.55,943,912.1,915,921.45,926.67,48647,45079798.95,2294,23645,48.61
MPHASIS,EQ,3-Feb-20,921.45,920.1,929.3,884,892,893.85,899.54,598456,538334522.5,14641,511228,85.42
MPHASIS,EQ,4-Feb-20,893.85,895.05,924.6,895.05,915,913.35,913.72,82392,75283064,7357,39172,47.54
MPHASIS,EQ,5-Feb-20,913.35,920,923.9,913.35,920,920.95,920.09,48743,44847804.55,2534,36908,75.72
MPHASIS,EQ,6-Feb-20,920.95,923.6,947.9,921.7,940,942.95,939.94,169633,159444686.3,8781,92132,54.31
MPHASIS,EQ,7-Feb-20,942.95,949.05,956.95,918.2,929.05,937.4,939.46,1380903,1297309999,17921,1220133,88.36
MPHASIS,EQ,10-Feb-20,937.4,938.7,942.65,925.5,926.4,930.05,931.07,193759,180403101.1,8355,165052,85.18
MPHASIS,EQ,11-Feb-20,930.05,935.2,938.05,907.2,911,913.3,917.83,86789,79657623.4,16235,57245,65.96
MPHASIS,EQ,12-Feb-20,913.3,918,920,881,888.9,889.95,898.77,132362,118963346.2,19443,92259,69.7
MPHASIS,EQ,13-Feb-20,889.95,896.9,897.55,884,891,891.7,889.53,81925,72874572.95,8551,49713,60.68
MPHASIS,EQ,14-Feb-20,891.7,888,911.2,888,910,906.75,906.78,180005,163224841.4,15604,130635,72.57
